Image,Model,Price,Gender,Peso Hombre,Peso Mujer,Drop,Amortiguación,Constitución,Pisada,Superficie,Uso,Ritmo,Pie,Apoyo,Distancia,Año,URL
Unknow,Nike Pegasus 40,"129,99 €","Hombre, Mujer",274 gr,233 gr,10 mm,Neutro,Medio,Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2023,
Unknow,New Balance Fresh Foam X 1080 v12,"180,00 €","Hombre, Mujer",292 gr,234 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,ASICS Novablast 3,"150,00 €","Hombre, Mujer",252 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",2022,,
Unknow,Adidas Adizero Boston 12,"160,00 €","Hombre, Mujer",267 gr,227 gr,7 mm,Neutro,"Delgada, Medio",Neutro,Asfalto,"Entrenamiento, Competición",Alto,Normal,Punta,"Corto, 10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,Nike Pegasus 39,"119,99 €","Hombre, Mujer",270 gr,230 gr,10 mm,Neutro,"Delgada, Medio",Neutro,Asfalto,"Entrenamiento, Competición","Medio, Alto",Normal,Talón,"Corto, 10K, Media maratón, Maratón",2021,
Unknow,HOKA Speedgoat 5,"150,00 €","Hombre, Mujer",292 gr,5 mm,Alto,"Delgada, Medio",Neutro,Trail,Entrenamiento,"Medio, Alto",Normal,Talón,"Maratón, ultra-trail",Veganas,2021,
Unknow,Adidas Ultraboost Light 23,"199,99 €","Hombre, Mujer",299 gr,262 gr,10 mm,Alto,"Medio, Fuerte","Neutro, Supinador",Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"Corto, 10K, Media maratón, Maratón","Material reciclado, Sostenibles en CO2",Unknown
Unknow,Nike Zoom Fly 5,"159,99 €","Hombre, Mujer",286 gr,8 mm,Neutro,Delgada,Neutro,Asfalto,"Entrenamiento, Competición",Alto,Placa de carbono,Normal,Punta,"Corto, 10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,New Balance Fresh Foam X More v4,"150,00 €","Hombre, Mujer",295 gr,237 gr,4 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,Bajo,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,
Unknow,HOKA Bondi 8,"160,00 €","Hombre, Mujer",304 gr,4 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202305/asics-gel-trabuco-terra-zapatillas-running-400x400x90xX.jpg?1,ASICS Gel Trabuco Terra,"65,99 €",250 gr,5 mm,Neutro,"Delgada, Medio",Neutro,Trail,"Medio, Alto","Corto, 10K, Media maratón, Maratón",2021,,,,,,
https://static.runnea.com/images/202210/brooks-hyperion-max-zapatillas-running-400x400x80xX.jpg?1,Brooks Hyperion Max,"129,99 €","Hombre, Mujer",200 gr,8 mm,Alto,Delgada,Neutro,Asfalto,Entrenamiento,Alto,Talón,"Corto, 10K, Media maratón, Maratón",2023,,,
https://static.runnea.com/images/202112/puma-electrify-nitro-caracteristicas-400x400x80xX.jpg?1,Puma Electrify Nitro,"48,49 €","Hombre, Mujer",Neutro,Medio,Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"10K, Media maratón",2021,,,,
https://static.runnea.com/images/202302/new-balance-fresh-foam-x-more-trail-v3-zapatillas-running-400x400x90xX.jpg?1,New Balance Fresh Foam X More Trail v3,"106,25 €","Hombre, Mujer",323 gr,4 mm,Alto,"Medio, Fuerte",Neutro,Trail,"Entrenamiento, Competición","Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",Material reciclado,2023,
https://static.runnea.com/images/202302/puma-electrify-nitro-2-zapatillas-running-400x400x90xX.jpg?1,Puma Electrify Nitro 2,"50,49 €","Hombre, Mujer",10 mm,Alto,Medio,Neutro,Asfalto,"Entrenamiento, Competición","Medio, Alto",Normal,Talón,"10K, Media maratón",2023,,,
https://static.runnea.com/images/202303/joma-hispalis-23-zapatillas-running-400x400x90xX.jpg?1,Joma Hispalis 23,"59,00 €",Hombre,10 mm,Neutro,Medio,Neutro,Asfalto,Entrenamiento,Bajo,"Corto, 10K, Media maratón",2023,,,,,
https://static.runnea.com/images/202303/mizuno-wave-prodigy-4-zapatillas-running-400x400x90xX.jpg?1,Mizuno Wave Prodigy 4,"60,00 €","Hombre, Mujer",297 gr,245 gr,Neutro,Medio,Neutro,Asfalto,Entrenamiento,Bajo,Normal,"Corto, 10K, Media maratón",2023,,,
https://static.runnea.com/images/202104/adidas-puremotion-core-black-core-black-ftwr-white-400x400x80xX.jpg?1,Adidas Puremotion,"60,00 €","Hombre, Mujer",250 gr,5 mm,2021,,,,,,,,,,,
https://static.runnea.com/images/202302/new-balance-fresh-foam-x-vongo-v5-zapatillas-running-400x400x90xX.jpg?1,New Balance Fresh Foam X Vongo v5,"105,95 €","Hombre, Mujer",280 gr,222 gr,8 mm,Alto,"Medio, Fuerte","Pronador, Neutro",Asfalto,"Entrenamiento, Competición","Medio, Alto","10K, Media maratón, Maratón",2021,,,
https://static.runnea.com/images/202111/adidas-terrex-agravic-ultra-caracteristicas-400x400x80xX.jpg?1,Adidas Terrex Agravic Ultra,"89,98 €","Hombre, Mujer",Alto,"Delgada, Medio",Neutro,"Entrenamiento, Competición","Bajo, Medio",Placa de carbono,Normal,"Punta, Talón","Media maratón, Maratón, ultra-trail",2021,,,,
https://static.runnea.com/images/202202/adidas-duramo-sl-20-ficha-caracteristicas-precios-estandar-min-400x400x80xX.jpg?1,Adidas Duramo SL 2.0,"39,26 €","Hombre, Mujer",Neutro,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,Corto,Material reciclado,2022,,,
https://static.runnea.com/images/202305/altra-timp-4-zapatillas-running-400x400x90xX.jpg?1,Altra Timp 4,"71,99 €","Hombre, Mujer",308 gr,262 gr,Alto,"Delgada, Medio",Neutro,Trail,Entrenamiento,Medio,Normal,Talón,"10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202310/nike-air-zoomx-vomero-17-zapatillas-running-400x400x90xX.jpg?1,Nike Air ZoomX Vomero 17,"159,99 €","Hombre, Mujer",286 (9 US),"255 (6,5 US)",10 (39-29 mm),Alto,"Medio, Fuerte","Neutro, Supinador",Asfalto,Entrenamiento,"Bajo, Medio","Cavo, Normal",Talón,"Corto, 10K, Media maratón, Maratón",2023,
https://static.runnea.com/images/202209/adidas-solarcontrol-zapatillas-chaussure-scarpe-400x400x80xX.jpg?1,Adidas Solarcontrol,"75,00 €","Hombre, Mujer",340 gr,10 mm,Neutro,Medio,Supinador,Asfalto,Entrenamiento,Bajo,Normal,Talón,"10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202209/adidas-zapatillas-running-response-super-3.0-runnea-400x400x80xX.jpg?1,Adidas Response Super 3.0,"49,50 €","Hombre, Mujer, kid",Neutro,Neutro,Entrenamiento,Talón,"Corto, 10K",Material reciclado,2022,,,,,,,
https://static.runnea.com/images/202303/puma-forever-run-nitro-zapatillas-running-400x400x90xX.jpg?1,Puma Forever Run Nitro,"99,98 €","Hombre, Mujer",274 gr,10 mm,Neutro,Medio,Pronador,Asfalto,"Entrenamiento, Competición","Medio, Alto",Normal,Punta,"10K, Media maratón, Maratón",2023,,
https://static.runnea.com/images/202308/hoka-torrent-3-zapatillas-running-400x400x90xX.jpg?1,HOKA Torrent 3,"87,49 €","Hombre, Mujer",248 gr,5 mm,Alto,Medio,Neutro,Trail,"Entrenamiento, Competición",Medio,Normal,Talón,"Media maratón, Maratón, ultra-trail",2023,,
https://static.runnea.com/images/202306/adidas-supernova-3-zapatillas-running-400x400x90xX.jpg?1,Adidas Supernova 3,"75,89 €","Hombre, Mujer",283 gr,242 gr,9 mm,Neutro,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"Corto, 10K, Media maratón, Maratón","Material reciclado, Sostenibles en CO2",Unknown
https://static.runnea.com/images/202211/new-balance-fuelcell-propel-v3-zapatillas-running-400x400x80xX.jpg?1,New Balance FuelCell Propel v3,"76,79 €","Hombre, Mujer",259 gr,6 mm,Alto,Delgada,Neutro,Asfalto,Varios,"Medio, Alto","Corto, 10K, Media maratón",2021,,,,
https://static.runnea.com/images/202305/asics-trail-scout-2-zapatillas-running-400x400x90xX.jpg?1,ASICS Trail Scout 2,"37,80 €","Hombre, Mujer",330 gr.,10 mm,Neutro,Medio,Neutro,Trail,Entrenamiento,Bajo,Normal,Talón,"Corto, 10K, Media maratón",2021,,
https://static.runnea.com/images/202301/new-balance-fresh-foam-x-evoz-v3-zapatillas-running-400x400x90xX.jpg?1,New Balance Fresh Foam X Evoz v3,"83,19 €","Hombre, Mujer",276 gr,210 gr,8 mm,Alto,Medio,Neutro,Asfalto,"Entrenamiento, Competición","Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",2023,
https://static.runnea.com/images/202306/hoka-mach-x-zapatillas-running-400x400x90xX.jpg?1,HOKA Mach X,"153,00 €","Hombre, Mujer",266 gr,5 mm,Alto,"Delgada, Medio",Neutro,Asfalto,Varios,Alto,Placa de carbono,Normal,Punta,"Media maratón, Maratón",Material reciclado,Unknown
https://static.runnea.com/images/202104/mizuno-wave-revolt-india-ink-bit-of-blue-tanager-turquoise-400x400x80xX.jpg?1,Mizuno Wave Revolt,"61,85 €","Hombre, Mujer",250 gr,2021,,,,,,,,,,,,
https://static.runnea.com/images/202107/puma-magnify-nitro-sp-runnea-400x400x80xX.jpg?1,Puma Magnify Nitro,"69,00 €","Hombre, Mujer",300 gr,8 mm,Alto,Fuerte,"Neutro, Supinador",Asfalto,Entrenamiento,Bajo,"Cavo, Normal",Talón,"10K, Media maratón, Maratón",2021,,
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,HOKA Clifton 9,"150,00 €","Hombre, Mujer","275 (9,5 US)",225 (7 US),5 mm,"Neutro, Alto","Delgada, Medio","Neutro, Supinador",Asfalto,Entrenamiento,"Medio, Alto","Cavo, Normal","Punta, Talón","Corto, 10K, Media maratón, Maratón",2023,
Unknow,ASICS Nimbus 25,"200,00 €","Hombre, Mujer",289 gr,227 gr,8 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón","Material reciclado, Sostenibles en CO2",Unknown
Unknow,Nike Pegasus 40,"129,99 €","Hombre, Mujer",274 gr,233 gr,10 mm,Neutro,Medio,Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2023,
Unknow,New Balance Fresh Foam X 1080 v12,"180,00 €","Hombre, Mujer",292 gr,234 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,ASICS Novablast 3,"150,00 €","Hombre, Mujer",252 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",2022,,
Unknow,Adidas Adizero Boston 12,"160,00 €","Hombre, Mujer",267 gr,227 gr,7 mm,Neutro,"Delgada, Medio",Neutro,Asfalto,"Entrenamiento, Competición",Alto,Normal,Punta,"Corto, 10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,Nike Pegasus 39,"119,99 €","Hombre, Mujer",270 gr,230 gr,10 mm,Neutro,"Delgada, Medio",Neutro,Asfalto,"Entrenamiento, Competición","Medio, Alto",Normal,Talón,"Corto, 10K, Media maratón, Maratón",2021,
Unknow,HOKA Speedgoat 5,"150,00 €","Hombre, Mujer",292 gr,5 mm,Alto,"Delgada, Medio",Neutro,Trail,Entrenamiento,"Medio, Alto",Normal,Talón,"Maratón, ultra-trail",Veganas,2021,
Unknow,Adidas Ultraboost Light 23,"199,99 €","Hombre, Mujer",299 gr,262 gr,10 mm,Alto,"Medio, Fuerte","Neutro, Supinador",Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"Corto, 10K, Media maratón, Maratón","Material reciclado, Sostenibles en CO2",Unknown
Unknow,Nike Zoom Fly 5,"159,99 €","Hombre, Mujer",286 gr,8 mm,Neutro,Delgada,Neutro,Asfalto,"Entrenamiento, Competición",Alto,Placa de carbono,Normal,Punta,"Corto, 10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,New Balance Fresh Foam X More v4,"150,00 €","Hombre, Mujer",295 gr,237 gr,4 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,Bajo,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,
Unknow,HOKA Bondi 8,"160,00 €","Hombre, Mujer",304 gr,4 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202108/saucony-endorphin-shift-2-ficha-400x400x80xX.jpg?1,Saucony Endorphin Shift 2,"89,90 €","Hombre, Mujer",295 gr,261 gr,4 mm,Neutro,Delgada,Neutro,Asfalto,Entrenamiento,Medio,Material reciclado,2021,,,
https://static.runnea.com/images/202202/adidas-solarboost-4-caracteristicas-400x400x80xX.jpg?1,Adidas Solarboost 4,"81,99 €","Hombre, Mujer",305 gr,270 gr,10 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,"Entrenamiento, Competición","Bajo, Medio",Normal,Punta,"10K, Media maratón, Maratón",Material reciclado,Unknown
https://static.runnea.com/images/202205/mizuno-wave-ultima-13-zapatillas-chaussure-scarpe-400x400x80xX.jpg?1,Mizuno Wave Ultima 13,"88,00 €","Hombre, Mujer",275 gr,12 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,Bajo,Normal,Talón,"10K, Media maratón",2022,,
https://static.runnea.com/images/202205/under-armour-hovr-sonic-5-zapatillas-chaussure-scarpe-400x400x80xX.jpg?1,Under Armour HOVR Sonic 5,"62,99 €","Hombre, Mujer",281 gr,253 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"10K, Media maratón, Maratón",2022,
https://static.runnea.com/images/202304/nike-air-zoom-terra-kiger-9-zapatillas-running-400x400x90xX.jpg?1,Nike Terra Kiger 9,"99,90 €","Hombre, Mujer",290 gr,"4,5",Neutro,"Delgada, Medio",Neutro,Trail,"Entrenamiento, Competición","Medio, Alto",Normal,Punta,"10K, Media maratón, Maratón",2023,,
https://static.runnea.com/images/202303/adidas-terrex-soulstride-flow-zapatillas-running-400x400x90xX.jpg?1,Adidas Terrex SoulStride Flow,"69,98 €","Hombre, Mujer",8 mm,"Neutro, Alto",Medio,Neutro,Trail,"Entrenamiento, Competición","Bajo, Medio",Normal,"Punta, Talón","10K, Media maratón, Maratón",2022,,,
https://static.runnea.com/images/202301/altra-running-lone-peak-7-zapatillas-running-400x400x90xX.jpg?1,Altra Lone Peak 7,"95,97 €","Hombre, Mujer",314 gr,Neutro,Medio,Neutro,Trail,"Entrenamiento, Competición",Medio,Normal,Talón,"10K, Media maratón, Maratón",2023,,,
https://static.runnea.com/images/202302/mizuno-wave-mujin-9-zapatillas-running-400x400x90xX.jpg?1,Mizuno Wave Mujin 9,"86,70 €","Hombre, Mujer",340 gr,10 mm,Alto,"Medio, Fuerte",Neutro,Trail,Entrenamiento,Medio,Normal,Talón,"10K, Media maratón, Maratón, ultra-trail",Material reciclado,2023,
https://static.runnea.com/images/202303/asics-gel-kayano-28-zapatillas-running-400x400x90xX.jpg?1,ASICS Gel Kayano 28,"108,00 €","Hombre, Mujer",308 gr,258 gr,10 mm,Alto,Fuerte,Pronador,Asfalto,Entrenamiento,Bajo,Normal,Talón,"Media maratón, Maratón",2021,
https://static.runnea.com/images/202206/salomon-pulsar-trail-zapatillas-chaussure-scarpe.jpg-400x400x80xX.jpg?1,Salomon Pulsar Trail,"83,99 €",Hombre,280 gr,6 mm,Alto,Medio,Neutro,"Asfalto, Trail",Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",Material reciclado,2022,
https://static.runnea.com/images/202304/salomonspeedcross6-principal-400x400x90xX.jpg?1,Salomon Speedcross 6,"98,99 €","Hombre, Mujer",297 gr,10 mm,Alto,Medio,Neutro,Trail,Entrenamiento,Medio,Normal,Punta,"Corto, 10K, Media maratón",2022,,
https://static.runnea.com/images/202306/new-balance-fresh-foamx-880-v12-zapatillas-running-400x400x90xX.jpg?1,New Balance Fresh FoamX 880 v12,"97,99 €","Hombre, Mujer",12 mm,Neutro,Medio,Neutro,Asfalto,Entrenamiento,Bajo,Normal,Talón,"10K, Media maratón, Maratón",Material reciclado,2022,,
https://static.runnea.com/images/202205/under-armour-charged-bandit-trail-2-zapatillas-chaussure-scarpe-400x400x80xX.jpg?1,Under Armour Charged Bandit Trail 2,"62,99 €","Hombre, Mujer",312 gr,255 gr,8 mm,Neutro,Medio,Neutro,Trail,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón",2022,
https://static.runnea.com/images/202205/hoka-gaviota-4-zapatillas-chaussure-scarpe.jpg-400x400x80xX.jpg?1,HOKA Gaviota 4,"93,90 €","Hombre, Mujer",314 gr,5 mm,"Neutro, Alto",Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202205/on-cloudvista-zapatilla-chaussure-scarpe-400x400x80xX.jpg?1,On Cloudvista,"104,90 €","Hombre, Mujer",280 gr,235 gr,7 mm,Alto,"Delgada, Medio",Neutro,Trail,"Entrenamiento, Competición","Bajo, Medio","Corto, 10K, Media maratón",Material reciclado,2022,,
https://static.runnea.com/images/202206/nike-quest5-zapatillas-chaussure-scarpe-400x400x80xX.jpg?1,Nike Quest 5,"55,97 €","Hombre, Mujer",Neutro,"Delgada, Medio",Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Punta,"Corto, 10K, Media maratón",2022,,,,
https://static.runnea.com/images/202211/altra-running-via-olympus-zapatillas-running-400x400x80xX.jpg?1,Altra Via Olympus,"95,40 €","Hombre, Mujer",312 gr,Alto,Medio,Neutro,Asfalto,"Entrenamiento, Competición",Medio,Normal,Talón,"10K, Media maratón, Maratón",2022,,,
https://static.runnea.com/images/202104/la-sportiva-karacal-black-red-plum-400x400x80xX.jpg?1,La Sportiva Karacal,"91,49 €","Hombre, Mujer",290 gr,5 mm,Alto,Fuerte,Neutro,Trail,Entrenamiento,Normal,Talón,"10K, Media maratón, Maratón",2021,,,
https://static.runnea.com/images/202107/hoka-one-one-zinal-ficha-caracteristicas-precios-400x400x80xX.jpg?1,HOKA Zinal,"83,99 €","Hombre, Mujer",242 gr,199 gr,4 mm,Alto,Delgada,Neutro,Trail,Varios,"Medio, Alto",Normal,Punta,"Corto, 10K, Media maratón",Material reciclado,Unknown
https://static.runnea.com/images/202109/brooks-addiction-15-gts-caracteristicas-400x400x80xX.jpg?1,Brooks Addiction GTS 15,"99,95 €","Hombre, Mujer","345,9",12 mm,Neutro,Medio,Pronador,Asfalto,Competición,"Bajo, Medio",Normal,Talón,"10K, Media maratón",2021,,
https://static.runnea.com/images/202203/mizuno-wave-skyrise3-zapatillas-chaussure-scarpe-400x400x80xX.jpg?1,Mizuno Wave Skyrise 3,"75,99 €","Hombre, Mujer",294 gr,255 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"10K, Media maratón, Maratón",Veganas,Unknown
https://static.runnea.com/images/202207/adidas-adizero-rc-4-zapatillas-chaussure-scarpe.jpg-400x400x80xX.jpg?1,Adidas Adizero RC 4,"64,00 €","Hombre, Mujer",230 gr,8 mm,Alto,Delgada,Neutro,Asfalto,Varios,Alto,Normal,"Punta, Talón","Corto, 10K, Media maratón, Maratón",Material reciclado,2022,
https://static.runnea.com/images/202209/nike-reactescaperun2-zapatillas-chaussure-scarpe-400x400x80xX.jpg?1,Nike React Escape Run 2,"58,00 €",Mujer,Neutro,"Delgada, Medio",Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón",2022,,,,
https://static.runnea.com/images/202308/asics-gt-2000-12-zapatillas-running-400x400x90xX.jpg?1,ASICS GT-2000 12,"112,90 €","Hombre, Mujer",270 gr,235 gr,8 mm,Neutro,Medio,Pronador,Asfalto,Entrenamiento,Bajo,Normal,Talón,"Corto, 10K, Media maratón, Maratón","Veganas, Material reciclado",Unknown
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,Unknow,Unknow,,,,,,,,,,,,,,,Unknown
Unknow,HOKA Clifton 9,"150,00 €","Hombre, Mujer","275 (9,5 US)",225 (7 US),5 mm,"Neutro, Alto","Delgada, Medio","Neutro, Supinador",Asfalto,Entrenamiento,"Medio, Alto","Cavo, Normal","Punta, Talón","Corto, 10K, Media maratón, Maratón",2023,
Unknow,ASICS Nimbus 25,"200,00 €","Hombre, Mujer",289 gr,227 gr,8 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón","Material reciclado, Sostenibles en CO2",Unknown
Unknow,Nike Pegasus 40,"129,99 €","Hombre, Mujer",274 gr,233 gr,10 mm,Neutro,Medio,Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2023,
Unknow,New Balance Fresh Foam X 1080 v12,"180,00 €","Hombre, Mujer",292 gr,234 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,ASICS Novablast 3,"150,00 €","Hombre, Mujer",252 gr,8 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",2022,,
Unknow,Adidas Adizero Boston 12,"160,00 €","Hombre, Mujer",267 gr,227 gr,7 mm,Neutro,"Delgada, Medio",Neutro,Asfalto,"Entrenamiento, Competición",Alto,Normal,Punta,"Corto, 10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,Nike Pegasus 39,"119,99 €","Hombre, Mujer",270 gr,230 gr,10 mm,Neutro,"Delgada, Medio",Neutro,Asfalto,"Entrenamiento, Competición","Medio, Alto",Normal,Talón,"Corto, 10K, Media maratón, Maratón",2021,
Unknow,HOKA Speedgoat 5,"150,00 €","Hombre, Mujer",292 gr,5 mm,Alto,"Delgada, Medio",Neutro,Trail,Entrenamiento,"Medio, Alto",Normal,Talón,"Maratón, ultra-trail",Veganas,2021,
Unknow,Adidas Ultraboost Light 23,"199,99 €","Hombre, Mujer",299 gr,262 gr,10 mm,Alto,"Medio, Fuerte","Neutro, Supinador",Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"Corto, 10K, Media maratón, Maratón","Material reciclado, Sostenibles en CO2",Unknown
Unknow,Nike Zoom Fly 5,"159,99 €","Hombre, Mujer",286 gr,8 mm,Neutro,Delgada,Neutro,Asfalto,"Entrenamiento, Competición",Alto,Placa de carbono,Normal,Punta,"Corto, 10K, Media maratón, Maratón",Material reciclado,Unknown
Unknow,New Balance Fresh Foam X More v4,"150,00 €","Hombre, Mujer",295 gr,237 gr,4 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,Bajo,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,
Unknow,HOKA Bondi 8,"160,00 €","Hombre, Mujer",304 gr,4 mm,Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202107/hoka-one-one-bondi-x-runnea-400x400x80xX.jpg?1,HOKA Bondi X,"144,00 €","Hombre, Mujer",295 gr,5 mm,Alto,Fuerte,"Neutro, Supinador",Asfalto,"Entrenamiento, Competición","Bajo, Medio",Placa de carbono,"Cavo, Normal","Media maratón, Maratón",2021,,
https://static.runnea.com/images/202206/saucony-tempus-zapatillas-chaussure-scarpe.jpg-400x400x80xX.jpg?1,Saucony Tempus,"132,99 €","Hombre, Mujer",252 gr,8 mm,Alto,"Delgada, Medio",Pronador,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",Material reciclado,2022,
https://static.runnea.com/images/202209/adidas-adistar-cs-zapatillas-chaussure-scarpe.jpg-400x400x80xX.jpg?1,Adidas Adistar CS,"88,00 €","Hombre, Mujer",320 gr,6 mm,"Neutro, Alto",Fuerte,Neutro,Entrenamiento,"Bajo, Medio",Normal,Talón,"Media maratón, Maratón",Material reciclado,2022,,
https://static.runnea.com/images/202301/nike-pegasus-39-shield-zapatillas-running-400x400x90xX.jpg?1,Nike Pegasus 39 Shield,"105,30 €","Hombre, Mujer",290 gr,10 mm,Alto,Medio,Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,"Corto, 10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202210/puma-aviator-zapatillas-running-400x400x80xX.jpg?1,Puma Aviator,"38,49 €","Hombre, Mujer",Neutro,"Delgada, Medio",Neutro,Asfalto,Entrenamiento,Medio,Normal,Talón,Corto,2022,,,,
https://static.runnea.com/images/202211/on-cloud-x-3-zapatillas-running-400x400x80xX.jpg?1,On Cloud X 3,"111,90 €","Hombre, Mujer",243 gr,8 mm,Neutro,Medio,Neutro,Asfalto,Entrenamiento,"Bajo, Medio",Normal,Talón,"10K, Media maratón, Maratón",2022,,
https://static.runnea.com/images/202303/under-armour-hovr-infinite-5-zapatillas-running-400x400x90xX.jpg?1,Under Armour HOVR Infinite 5,"77,97 €","Hombre, Mujer",295 gr,8 mm,Neutro,Medio,Neutro,Asfalto,Entrenamiento,Bajo,"10K, Media maratón, Maratón",2023,,,,
https://static.runnea.com/images/202304/new-balance-520-v7-zapatillas-running-400x400x90xX.jpg?1,New Balance 520 v7,"48,00 €","Hombre, Mujer",268 gr,210 gr,Neutro,"Delgada, Medio",Neutro,Asfalto,Entrenamiento,Bajo,Normal,"Corto, 10K",2023,,,
https://static.runnea.com/images/202307/under-armour-hovr-turbulence-2-zapatillas-running-400x400x90xX.jpg?1,Under Armour HOVR Turbulence 2,"73,55 €","Hombre, Mujer",278 gr,8 mm,Neutro,Medio,Neutro,Asfalto,"Entrenamiento, Competición",Medio,"10K, Media maratón, Maratón",2023,,,,
https://static.runnea.com/images/202103/brooks-glycerin19-caracteristicas-400x400x80xX.jpg?1,Brooks Glycerin 19,"170,00 €","Hombre, Mujer",Alto,"Medio, Fuerte",Neutro,Asfalto,Entrenamiento,Bajo,"Cavo, Normal",Talón,"10K, Media maratón, Maratón",2021,,,,
https://static.runnea.com/images/202211/saucony-endorphin-speed-2-zapatillas-running-400x400x80xX.jpg?1,Saucony Endorphin Speed 2,"79,77 €","Hombre, Mujer",224 gr,198 gr,8 mm,Alto,"Delgada, Medio",Neutro,Asfalto,"Entrenamiento, Competición",Alto,"10K, Media maratón, Maratón",Material reciclado,2021,,
