Model,Gender,Image,Type,Width,Price,Category,Sizes,Colors
Ghost 15 GTX,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwdcf9cebf/original/120382/120382-460-l-ghost-15-gtx-womens-neutral-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['460 - Peacoat/Blue/Pink', '022 - Black/Blackened Pearl/Alloy']"
Glycerin 20,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw3ea9c5ec/original/110382/110382-006-l-glycerin-20-mens-neutral-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,2 Anchos,"180,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['006 - Black/Hawaiian Ocean/Green', '012 - Ebony/Nightlife', '020 - Black/Black/Ebony', '035 - Black/Classic Blue/ Orange', '047 - Ebony/White/Nightlife', '059 - Black/White/Alloy', '070 - Alloy/Grey/Blue Depths', '090 - Black/Blackened Pearl/Fiery Red', '386 - Kayaking/Heron/Green Gecko', '414 - Blue/Navy/Coral', '439 - Moroccan Blue/Black/Spring Bud', '444 - Blue Depths/Palace Blue/Orange', '482 - Blue/Nightlife/White', '483 - Blue/Crown Blue/Sulphur', '843 - Orange/Titan/Flame', '725 - Lime/Red/Ebony', '683 - Red Alert/White/Caramel', '462 - Blue/Peacoat/Yellow', '135 - White/Nightlife', '034 - Grey/Chili Oil/Orange']"
Glycerin 20,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw142f157e/original/120369/120369-499-l-glycerin-20-womens-neutral-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,3 Anchos,"180,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['499 - Peacoat/Ocean/Pastel Lilac', '005 - Black/Blue Light/Pink', '012 - Ebony/Nightlife', '013 - Black/Bellflower/Fiesta', '045 - Black/Red/Opal', '047 - Ebony/White/Nightlife', '057 - Black/Blissful Blue', '059 - Black/White/Alloy', '061 - Oyster/Latigo Bay/Coral', '088 - Nightshadow/Blue/Pink', '094 - Black/Fuchsia/Linen', '168 - White/Orchid/Lavender', '416 - Light Blue/Peacoat/Nightlife', '460 - Peacoat/Blue/Pink', '478 - Blissful Blue/Peach/White', '494 - Blue Glass/Marina/Legion Blue', '577 - Mauve/Grape Wine/Grey', '656 - Pink/Yellow/White', '881 - Peach/Tangerine/Orange', '683 - Red Alert/White/Caramel', '462 - Blue/Peacoat/Yellow', '133 - White/Grey/Peach', '020 - Black/Black/Ebony']"
Glycerin GTS 20,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwde81024d/original/110383/110383-006-l-glycerin-gts-20-mens-supportive-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,2 Anchos,"180,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['006 - Black/Hawaiian Ocean/Green', '020 - Black/Black/Ebony', '035 - Black/Classic Blue/ Orange', '047 - Ebony/White/Nightlife', '090 - Black/Blackened Pearl/Fiery Red', '439 - Moroccan Blue/Black/Spring Bud', '444 - Blue Depths/Palace Blue/Orange', '482 - Blue/Nightlife/White', '492 - Jadeite/Alaskan Blue/Ebony', '135 - White/Nightlife', '034 - Grey/Chili Oil/Orange']"
Glycerin GTS 20,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw953b8a91/original/120370/120370-499-l-glycerin-gts-20-womens-supportive-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,2 Anchos,"180,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['499 - Peacoat/Ocean/Pastel Lilac', '494 - Blue Glass/Marina/Legion Blue', '045 - Black/Red/Opal', '047 - Ebony/White/Nightlife', '057 - Black/Blissful Blue', '059 - Black/White/Alloy', '094 - Black/Fuchsia/Linen', '416 - Light Blue/Peacoat/Nightlife', '460 - Peacoat/Blue/Pink', '656 - Pink/Yellow/White', '492 - Jadeite/Alaskan Blue/Ebony']"
Glycerin StealthFit 20,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw338837da/original/110384/110384-081-l-glycerin-stealthfit-20-mens-neutral-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"180,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['081 - Oyster/Alloy/Blue Depths', '092 - Black/Pearl/Green Gecko', '122 - White/Khaki', '404 - Blue/Ebony/Lime', '418 - Surf the Web/Peacoat/White']"
Glycerin StealthFit 20,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw7d1301b3/original/120372/120372-122-l-glycerin-stealthfit-20-womens-neutral-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"180,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['122 - White/Khaki', '409 - Blue Glass/Marina/Open Air', '067 - Grey/Yellow/Pink', '014 - Black/Blackened Pearl/Diva Pink', '163 - White/Black/Cream', '097 - Black/Ebony/Maple']"
Glycerin StealthFit GTS 20,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwff77a85a/original/120371/120371-409-l-glycerin-stealthfit-gts-20-womens-supportive-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"180,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",['409 - Blue Glass/Marina/Open Air']
Hyperion,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw8527d22b/original/110407/110407-095-l-hyperion-mens-speed-neutral-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"150,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['095 - Oyster Mushroom/Black Iris', '008 - Gunmetal/Black/White', '020 - Grey/Atomic Blue/Scarlet', '308 - Green Gecko/Red Orange/White']"
Hyperion,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwed1224fc/original/120396/120396-430-l-hyperion-womens-speed-neutral-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"150,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['430 - Peacoat/Open Air/Lilac Rose', '008 - Gunmetal/Black/White', '419 - Crystal Grey/Blue Glass/White', '661 - Pink Glo/Green/Black']"
Hyperion Elite 3,Unisex,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwc67c8043/original/100042/100042-492-l-hyperion-elite-3-unisex-fast-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas con clavos unisex,1 Ancho,"225,00 €","['Zapatillas de Running', 'Zapatillas con clavos unisex']","['EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 47,5']",['492 - Blue Surf/Cherry/Nightlife']
Hyperion GTS,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw65da48c3/original/110408/110408-308-l-hyperion-gts-mens-fast-running-and-training-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"150,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['308 - Green Gecko/Red Orange/White', '008 - Gunmetal/Black/White']"
Hyperion GTS,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw6c434ca2/original/120397/120397-661-l-hyperion-gts-womens-fast-running-and-training-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"150,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['661 - Pink Glo/Green/Black', '008 - Gunmetal/Black/White']"
Hyperion Max,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw209c3288/original/110390/110390-019-l-hyperion-max-mens-fast-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['019 - Black/Grey/Orange Clown Fish', '426 - Blue Surf/Cherry/Nightlife', '887 - Cherry Tomato/Arctic Ice/Titan', '078 - Black/Blazing Yellow/White', '308 - Green Gecko/Red Orange/White']"
Hyperion Max,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw5bd280c0/original/120377/120377-441-l-hyperion-max-womens-fast-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['441 - Peacoat/Marina Blue/Pink Glo', '659 - Pink/Cobalt/Blissful Blue', '426 - Blue Surf/Cherry/Nightlife', '089 - Black/Fiesta/Bellflower', '661 - Pink Glo/Green/Black']"
Hyperion Tempo,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwd53ee451/original/110339/110339-099-l-hyperion-tempo-mens-racing-speed-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,Desconocido,"['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']",[]
Hyperion Tempo,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw310d1dc0/original/120328/120328-110-l-hyperion-tempo-womens-racing-speed-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,Desconocido,"['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5']",[]
Launch 10,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw9f247fde/original/110409/110409-019-l-launch-10-mens-fast-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,2 Anchos,"120,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['019 - Black/Grey/Orange Clown Fish', '308 - Green Gecko/Red Orange/White']"
Launch 10,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwc6e1af80/original/120398/120398-179-l-launch-10-womens-fast-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"120,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['179 - Grey/Crystal Grey/Pale Peach', '441 - Peacoat/Marina Blue/Pink Glo', '572 - Purple Cactus/Lucent/Chambray']"
Launch 9,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwcf9be386/original/110386/110386-048-l-launch-9-mens-fast-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,2 Anchos,Desconocido,"['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']",[]
Launch 9,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw87e76898/original/120373/120373-148-l-launch-9-womens-fast-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,2 Anchos,Desconocido,"['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",[]
Launch GTS 10,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw46fec0e3/original/110410/110410-052-l-launch-gts-10-mens-fast-and-supportive-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,2 Anchos,"120,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']",['052 - Black/Blackened Pearl/White']
Launch GTS 10,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw75ec1953/original/120399/120399-441-l-launch-gts-10-womens-fast-and-supportive-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,2 Anchos,"120,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['441 - Peacoat/Marina Blue/Pink Glo', '010 - Cotton Candy/Black/Festival', '085 - Black/White/Violet']"
Launch GTS 9,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw9d8545e2/original/110387/110387-148-l-launch-gts-9-mens-fast-and-supportive-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,2 Anchos,Desconocido,"['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']",[]
Launch GTS 9,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw03ca695a/original/120374/120374-413-l-launch-gts-9-womens-fast-and-supportive-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,2 Anchos,Desconocido,"['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",[]
Levitate 5,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw936027fe/original/120357/120357-090-l-levitate-5-womens-energy-return-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,Desconocido,"['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",[]
Levitate 6,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw8112cb37/original/110395/110395-405-l-levitate-6-mens-neutral-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['405 - Classic Blue/Orange', '312 - Primer Grey/Neon Green', '088 - Blackened Pearl/Ebony/White', '407 - Dawn Blue/Cayenne/Purple']"
Levitate 6,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwb7bb43d7/original/120383/120383-137-l-levitate-6-womens-neutral-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['137 - White/Oyster/Yellow', '483 - Aruba Blue/Yellow', '039 - Black/Blackened Pearl/White', '463 - Peacoat/Pink Lady/Lilac Rose', '662 - Peach Whip/Pink']"
Levitate GTS 5,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw8989c987/original/120358/120358-069-l-levitate-gts-5-womens-supportive-and-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,Desconocido,"['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",[]
Levitate GTS 6,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw30f853da/original/110396/110396-407-l-levitate-gts-6-mens-supportive-and-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['407 - Dawn Blue/Cayenne/Purple', '405 - Classic Blue/Orange', '088 - Blackened Pearl/Ebony/White']"
Levitate GTS 6,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw6fef5031/original/120384/120384-463-l-levitate-gts-6-womens-supportive-and-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['463 - Peacoat/Pink Lady/Lilac Rose', '137 - White/Oyster/Yellow', '039 - Black/Blackened Pearl/White']"
Levitate StealthFit 5,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw33efbb82/original/110372/110372-051-l-levitate-stealthfit-5-mens-energy-return-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,Desconocido,"['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']",[]
